Kanji,Rank,Occurrences,Frequency,Cumulative Frequency,AVG FREQ,FREQ (1),FREQ BIG 5,meanings,grade,jlpt,heisig_en,stroke_count,unicode,on_readings,kun_readings
科,175,1142710,0.001331587916172,0.5137180193882722,429,437,477,"course, department, section",2,2,department,9,79D1,カ,0
務,176,1141038,0.0013296395521988,0.5150476589404711,270,283,324,"duties, task",5,2,task,11,52D9,ム,つと.める
売,177,1134627,0.0013221688814857,0.5163698278219568,269,259,279,sell,2,3,sell,7,58F2,バイ,"う.る, う.れる"
信,178,1131080,0.0013180355997793,0.5176878634217362,205,192,196,"faith, fidelity, trust, truth",4,2,faith,9,4FE1,シン,0
賞,179,1126635,0.00131285588814,0.5190007193098762,607,629,758,"praise, prize, reward",4,2,prize,15,8CDE,ショウ,ほ.める
気,180,1118587,0.0013034776385847,0.520304196948461,91,75,64,"air, atmosphere, mind, mood, spirit",1,4,spirit,6,6C17,"キ, ケ",き
口,181,1118474,0.001303345960876,0.521607542909337,247,231,220,mouth,1,4,mouth,3,53E3,"ク, コウ",くち
形,182,1112171,0.0012960011414243,0.5229035440507613,336,336,340,"form, shape, style",2,2,shape,7,5F62,"ギョウ, ケイ","-がた, かた, かたち, なり"
経,183,1110324,0.001293848851796,0.5241973929025574,172,177,194,"expire, longitude, pass thru, sutra, warp",5,2,sutra,11,7D4C,"キョウ, キン, ケイ","た.つ, たていと, のり, はか.る, へ.る"
議,184,1109192,0.0012925297441299,0.5254899226466874,215,238,293,"consideration, consultation, debate, deliberation",4,2,deliberation,20,8B70,ギ,0
役,185,1100043,0.0012818685108817,0.5267717911575691,345,346,367,"campaign, drafted labor, duty, office, role, service, war",3,2,duty,7,5F79,"エキ, ヤク",0
郡,186,1094341,0.0012752240303941,0.5280470151879633,1085,1099,1144,"county, district",4,1,county,10,90E1,グン,こおり
館,187,1085315,0.0012647061277491,0.5293117213157125,464,450,481,"building, large building, mansion, palace",3,3,Bldg.,16,9928,カン,"たて, やかた"
身,188,1084330,0.0012635583176333,0.5305752796333458,235,224,224,"one's station in life, person, somebody",3,2,somebody,7,8EAB,シン,み
士,189,1079550,0.0012579882340257,0.5318332678673716,377,362,365,"gentleman, samurai, samurai radical (no. 33), scholar",4,1,gentleman,3,58EB,シ,さむらい
団,190,1075136,0.0012528446463595,0.5330861125137312,338,356,402,"association, group",5,2,group,6,56E3,"ダン, トン","かたまり, まる.い"
版,191,1074307,0.0012518786213991,0.5343379911351304,603,599,674,"edition, impression, label, printing block, printing plate",5,2,printing block,8,7248,ハン,0
取,192,1072105,0.0012493126540133,0.5355873037891438,141,131,132,"fetch, take, take up",3,2,take,8,53D6,シュ,"-ど.り, と.り, と.り-, と.る, とり"
点,193,1071678,0.0012488150754149,0.5368361188645587,185,190,209,"decimal point, mark, point, speck, spot",2,2,spot,9,70B9,テン,"さ.す, た.てる, つ.く, つ.ける, とぼ.す, とも.す, ぼち"
石,194,1067082,0.0012434594050675,0.5380795782696263,383,366,359,stone,1,2,stone,5,77F3,"コク, シャク, セキ",いし
能,195,1064680,0.0012406603797902,0.5393202386494165,221,216,232,"ability, capacity, skill, talent",5,2,ability,10,80FD,ノウ,"あた.う, よ.く"
際,196,1060405,0.0012356787673586,0.5405559174167751,267,272,299,"adventurous, dangerous, edge, indecent, occasion, side, time, verge, when",5,2,occasion,14,969B,サイ,"-ぎわ, きわ"
宮,197,1055964,0.0012305037168771,0.5417864211336523,518,487,455,"Shinto shrine, constellations, palace, princess",3,1,Shinto shrine,10,5BAE,"キュウ, ク, クウ, グウ",みや
昭,198,1051189,0.0012249394597168,0.5430113605933691,898,859,757,"bright, shining",3,1,shining,9,662D,ショウ,0
面,199,1046110,0.0012190209545613,0.5442303815479304,184,177,181,"face, features, mask, surface",3,2,mask,9,9762,"ベン, メン","おも, おもて, つら"
工,200,1042334,0.0012146208215691,0.5454450023694996,348,351,371,"construction, craft, katakana e radical (no. 48)",2,3,craft,3,5DE5,"ク, グ, コウ",0
福,201,1009472,0.0011763270794112,0.5466213294489108,510,487,483,"blessing, fortune, luck, wealth",3,2,blessing,13,798F,フク,0
次,202,1006157,0.001172464144859,0.5477937935937699,188,184,198,"next, order, sequence",3,2,next,6,6B21,"シ, ジ","つ.ぐ, つぎ"
男,203,1000915,0.0011663556975219,0.5489601492912919,244,234,230,male,1,4,male/man,7,7537,"ダン, ナン","お, おとこ"
保,204,995850,0.0011604535064189,0.5501206027977108,203,211,242,"guarantee, keep, preserve, protect, support, sustain",5,2,protect,9,4FDD,"ホ, ホウ",たも.つ
歌,205,994894,0.0011593394896973,0.5512799422874082,478,464,492,"sing, song",2,3,song,14,6B4C,カ,"うた, うた.う"
集,206,993644,0.0011578828778752,0.5524378251652835,172,172,205,"congregate, flock, gather, meet, swarm",3,3,gather,12,96C6,シュウ,"あつ.まる, あつ.める, つど.う"
城,207,984693,0.0011474523719396,0.5535852775372232,643,589,564,castle,6,2,castle,9,57CE,"ジョウ, セイ",しろ
広,208,981142,0.0011433144290755,0.5547285919662988,288,282,296,"broad, spacious, wide",2,3,wide,5,5E83,コウ,"ひろ.い, ひろ.がる, ひろ.げる, ひろ.まる, ひろ.める"
台,209,979925,0.0011418962718055,0.5558704882381043,331,330,348,"a stand, counter for machines and vehicles, pedestal",2,3,pedestal,5,53F0,"タイ, ダイ","うてな, つかさ, われ"
権,210,977651,0.0011392464035787,0.557009734641683,273,301,367,"authority, power, rights",6,2,authority,15,6A29,"ケン, ゴン","おもり, かり, はか.る"
屋,211,974649,0.0011357482046268,0.5581454828463099,331,277,241,"dealer, house, roof, seller, shop",3,3,roof,9,5C4B,オク,や
結,212,974077,0.001135081659057,0.559280564505367,194,186,184,"bind, contract, do up hair, fasten, join, organize, tie",4,2,tie,12,7D50,"ケチ, ケツ","むす.ぶ, ゆ.う, ゆ.わえる"
重,213,971197,0.001131725625419,0.560412290130786,213,215,223,"-fold, esteem, heap up, heavy, important, nest of boxes, pile up, respect",3,3,heavy,9,91CD,"ジュウ, チョウ","え, おも, おも.い, おも.なう, おも.り, かさ.なる, かさ.ねる"
義,214,968252,0.0011282938479661,0.5615405839787522,380,389,399,"honor, justice, loyalty, meaning, morality, righteousness",5,1,righteousness,13,7FA9,ギ,0
古,215,960265,0.0011189866810677,0.56265957065982,396,363,337,old,2,4,old,5,53E4,コ,"-ふる.す, ふる-, ふる.い"
運,216,958029,0.0011163810938404,0.5637759517536604,274,268,269,"advance, carry, destiny, fate, lot, luck, progress, transport",3,3,carry,12,904B,ウン,はこ.ぶ
球,217,956024,0.0011140446884778,0.5648899964421381,428,452,545,"ball, sphere",3,2,ball,11,7403,キュウ,たま
受,218,953496,0.0011110988367288,0.5660010952788669,211,211,221,"accept, answer (phone), catch, get, receive, take, undergo",3,2,accept,8,53D7,ジュ,"-う.け, う.かる, う.ける"
置,219,952828,0.0011103204233711,0.567111415702238,285,287,303,"deposit, employ, keep, leave behind, pawn, placement, put, set",4,2,placement,13,7F6E,チ,"-お.き, お.く"
崎,220,948172,0.0011048948356561,0.5682163105378942,746,692,619,"cape, promontory, spit",8,1,promontory,11,5D0E,キ,"さい, さき, みさき"
朝,221,947339,0.0011039241495379,0.5693202346874322,342,317,291,"(North) Korea, dynasty, epoch, morning, period, regime",2,3,morning,12,671D,チョウ,あさ
隊,222,943223,0.0010991278181301,0.5704193625055624,620,625,665,"company, party, regiment, squad",4,1,regiment,12,968A,タイ,0
有,223,941927,0.001097617602993,0.5715169801085555,249,247,255,"approx, exist, happen, have, occur, possess",3,3,possess,6,6709,"ウ, ユウ",あ.る
総,224,938035,0.0010930822964238,0.5726100624049792,343,358,417,"all, full, general, total, whole",5,2,general,14,7DCF,ソウ,"す.べて, すべ.て, ふさ"
言,225,937569,0.0010925392715365,0.5737026016765158,82,75,69,"say, word",2,4,say,7,8A00,"ゲン, ゴン","い.う, こと"
活,226,936738,0.0010915709159972,0.574794172592513,199,195,205,"being helped, lively, living, resuscitation",2,2,lively,9,6D3B,カツ,"い.かす, い.きる, い.ける"
来,227,934257,0.0010886798328527,0.5758828524253657,121,107,94,"become, cause, come, due, next",2,4,come,7,6765,"タイ, ライ","き, き.たす, き.たる, きた.す, きた.る, く.る, こ"
不,228,932719,0.0010868876176668,0.5769697400430326,138,137,142,"bad, clumsy, negative, non-, ugly",4,3,negative,4,4E0D,"フ, ブ",0
安,229,928720,0.0010822276251256,0.5780519676681583,192,185,186,"cheap, contented, low, peaceful, quiet, relax, rested",3,4,relax,6,5B89,アン,"やす, やす.い, やす.まる, やす.らか"
谷,230,925551,0.0010785348228342,0.5791305024909925,619,573,526,valley,2,2,valley,7,8C37,コク,"きわ.まる, たに"
園,231,922570,0.0010750610949609,0.5802055635859535,531,520,547,"farm, garden, park, yard",2,2,park,13,5712,エン,その
録,232,918750,0.0010706096892326,0.5812761732751862,479,473,533,record,4,2,record,16,9332,ロク,"しる.す, と.る"
愛,233,913378,0.001064349754266,0.5823405230294523,420,373,356,"affection, favourite, love",4,2,love,13,611B,アイ,"いと.しい, お.しむ, かな.しい, まな, め.でる"
術,234,912044,0.0010627952581295,0.5834033182875819,368,368,391,"art, magic, means, resources, skill, technique, trick",5,2,art,11,8853,ジュツ,すべ
持,235,910690,0.0010612174562038,0.5844645357437858,160,152,142,"have, hold",3,3,hold,9,6301,ジ,"-も.ち, も.つ, も.てる"
真,236,905977,0.0010557254469898,0.5855202611907756,221,203,213,"Buddhist sect, reality, true",3,3,true,10,771F,シン,"ま, ま-, まこと"
交,237,903272,0.0010525733390068,0.5865728345297825,267,280,319,"association, coming & going, mingle, mixing",2,2,mingle,6,4EA4,コウ,"-か.う, か.わす, かわ.す, こもごも, ま.ざる, ま.じる, ま.ぜる, まじ.える, まじ.る, まじ.わる"
変,238,892970,0.0010405685270139,0.5876134030567964,188,179,183,"change, strange, unusual",4,2,unusual,9,5909,ヘン,"か.える, か.わり, か.わる"
産,239,889798,0.0010368722288542,0.5886502752856507,246,248,262,"bear, childbirth, give birth, native, products, property, yield",4,3,products,11,7523,サン,"う.まれる, う.む, うぶ-, む.す"
路,240,887218,0.0010338657820534,0.5896841410677042,441,436,470,"distance, path, road, route",3,2,path,13,8DEF,"ル, ロ","-じ, みち"
技,241,886285,0.0010327785669894,0.5907169196346936,444,447,493,"ability, art, arts, craft, feat, performance, skill, vocation",5,2,skill,7,6280,ギ,わざ
武,242,883917,0.0010300191615537,0.5917469387962474,502,495,502,"arms, chivalry, military, warrior",5,2,warrior,8,6B66,"ブ, ム","たけ, たけ.し"
阪,243,883238,0.0010292279300119,0.5927761667262593,818,763,679,"heights, slope",8,0,Heights,7,962A,ハン,さか
馬,244,878369,0.0010235541356425,0.5937997208619019,444,419,446,horse,2,2,horse,10,99AC,バ,"うま, うま-, ま"
利,245,878266,0.0010234341108284,0.5948231549727303,183,185,218,"advantage, benefit, profit",4,2,profit,7,5229,リ,き.く
指,246,877611,0.0010226708462336,0.595845825818964,229,230,248,"finger, indicate, measure (ruler), play (chess), point to, put into",3,2,finger,9,6307,シ,"-さ.し, さ.す, ゆび"
系,247,865841,0.0010089553893169,0.5968547812082808,536,549,601,"lineage, system",6,1,lineage,7,7CFB,ケイ,0
橋,248,864206,0.0010070501410536,0.5978618313493345,625,595,587,bridge,3,2,bridge,16,6A4B,キョウ,はし
研,249,863815,0.0010065945128756,0.5988684258622101,435,451,485,"polish, sharpen, study of",3,3,polish,9,7814,ケン,と.ぐ
佐,250,860487,0.0010027164295605,0.5998711422917706,657,633,612,"assistant, help",8,1,assistant,7,4F50,サ,0
戸,251,857764,0.0009995433463673,0.600870685638138,480,445,421,"counter for houses, door, door radical (no. 63)",2,2,door,4,6238,コ,と
別,252,857177,0.0009988593214556,0.6018695449595937,210,215,236,"another, branch off, diverge, extra, fork, separate, specially",4,3,separate,7,5225,ベツ,"わ.ける, わか.れる"
近,253,857000,0.0009986530652216,0.6028681980248153,180,163,154,"akin, early, near, tantamount",2,3,near,7,8FD1,"キン, コン",ちか.い
局,254,853109,0.0009941189239418,0.6038623169487571,393,415,470,"affair, board, bureau, conclusion, court lady, her apartment, lady-in-waiting, office",3,2,bureau,7,5C40,キョク,つぼね
光,255,851844,0.0009926448327779,0.6048549617815351,397,378,379,"light, ray",2,3,ray,6,5149,コウ,"ひか.る, ひかり"
登,256,847804,0.0009879370633689,0.605842898844904,434,419,460,"ascend, climb up",3,2,ascend,12,767B,"ショウ, チョウ, ト, トウ, ドウ","あ.がる, のぼ.る"
型,257,843247,0.0009826268393103,0.6068255256842144,470,481,519,"model, mould, type",4,2,mould,9,578B,ケイ,"-がた, かた"
続,258,841655,0.0009807716984937,0.6078062973827082,217,223,246,"continue, sequel, series",4,2,continue,13,7D9A,"キョウ, コウ, ショク, ゾク","つぐ.ない, つづ.く, つづ.ける"
史,259,831549,0.0009689952832345,0.6087752926659428,478,488,527,"chronicle, history",4,2,history,5,53F2,シ,0
相,260,828678,0.0009656497372015,0.6097409424031444,164,164,167,"aspect, councillor, each other, inter-, minister of state, mutual, phase, physiognomy, together",3,2,inter-,9,76F8,"ショウ, ソウ",あい-
付,261,822518,0.0009584715541423,0.6106994139572867,216,207,226,"adhere, append, attach, refer to",4,2,adhere,5,4ED8,フ,"-つ.き, -つ.け, -つ.ける, -つき, -づ.き, -づ.く, -づ.け, -づ.ける, -づき, -づけ, つ.き, つ.く, つ.け, つ.け-, つ.ける"
門,262,822144,0.0009580357358851,0.6116574496931718,388,375,383,"counter for cannons, gate",2,3,gates,8,9580,モン,"かど, と"
店,263,811545,0.0009456848329233,0.6126031345260952,306,273,276,"shop, store",2,4,store,8,5E97,テン,"たな, みせ"
決,264,810126,0.0009440312871829,0.6135471658132781,192,194,204,"agree upon, appoint, decide, fix",3,2,decide,7,6C7A,ケツ,"-ぎ.め, き.まる, き.める, さ.く"
要,265,810110,0.0009440126425516,0.6144911784558297,142,151,172,"essence, key to, main point, need, pivot",4,2,need,9,8981,ヨウ,"い.る, かなめ"
府,266,805520,0.0009386639639409,0.6154298424197706,374,401,458,"borough, govt office, representative body, storehouse, urban prefecture",4,2,borough/municipality,8,5E9C,フ,0
進,267,797300,0.0009290852845988,0.6163589277043695,268,274,282,"advance, proceed, progress, promote",3,3,advance,11,9032,シン,"すす.む, すす.める"
覧,268,796704,0.0009283907720821,0.6172873184764516,968,941,1046,"perusal, see",6,1,perusal,17,89A7,ラン,み.る
始,269,792845,0.0009238939200649,0.6182112123965166,307,301,298,"begin, commence",3,3,commence,8,59CB,シ,"-はじ.める, はじ.まる, はじ.める"
計,270,788496,0.0009188260762135,0.6191300384727301,303,304,320,"measure, plan, plot, scheme",2,3,plot,9,8A08,ケイ,"はか.らう, はか.る"
流,271,786718,0.0009167541915578,0.6200467926642879,287,276,271,"a sink, current, flow, forfeit",3,2,current,10,6D41,"リュウ, ル","-なが.す, なが.す, なが.れ, なが.れる"
心,272,785899,0.000915799819492,0.6209625924837798,163,147,129,"heart, heart radical (no. 61), mind, spirit",2,3,heart,4,5FC3,シン,"-ごころ, こころ"
任,273,782583,0.0009119357196503,0.6218745282034303,395,416,450,"appoint, duty, entrust to, responsibility, term",5,2,responsibility,6,4EFB,ニン,"まか.す, まか.せる"
報,274,782537,0.0009118821163353,0.6227864103197656,177,168,202,"news, report, retribution, reward",5,2,report,12,5831,ホウ,むく.いる
育,275,781298,0.0009104383226972,0.6236968486424628,364,361,384,"bring up, grow up, raise, rear",3,2,bring up,8,80B2,イク,"そだ.ち, そだ.つ, そだ.てる, はぐく.む"
無,276,776476,0.0009048192969323,0.6246016679393952,187,167,166,"ain't, nil, none, not, nothing, nothingness",4,2,nothingness,12,7121,"ブ, ム",な.い
約,277,770385,0.0008977215188457,0.6254993894582409,257,260,282,"approximately, promise, shrink",4,2,promise,9,7D04,ヤク,"つづ.まる, つづ.める, つづま.やか"
改,278,769502,0.0008966925682546,0.6263960820264955,353,377,427,"change, examine, inspect, mend, modify, reformation, renew, search",4,2,reformation,7,6539,カイ,"あらた.まる, あらた.める"
土,279,768700,0.0008957580061095,0.6272918400326051,326,326,329,"Turkey, earth, ground, soil",1,4,soil,3,571F,"ト, ド",つち
属,280,768695,0.0008957521796622,0.6281875922122674,743,763,828,"affiliated, belong, genus, subordinate official",5,1,belong,12,5C5E,"ショク, ゾク","さかん, つく, やから"
終,281,767574,0.0008944458901802,0.6290820381024477,299,288,286,"end, finish",3,3,end,11,7D42,シュウ,"-お.わる, お.える, お.わる, おわ.る, つい, つい.に"
吉,282,766888,0.0008936465016122,0.62997568460406,709,641,551,"congratulations, good luck, joy",8,1,good luck,6,5409,"キチ, キツ",よし
究,283,763596,0.0008898103687176,0.6308654949727776,462,477,503,"research, study",3,3,research,7,7A76,"キュウ, ク",きわ.める
少,284,761948,0.0008878899716913,0.631753384944469,235,222,209,"few, little",2,4,few,4,5C11,ショウ,"すく.ない, すこ.し"
得,285,761385,0.0008872339137267,0.6326406188581957,268,267,271,"able to, acquire, advantage, benefit, can, earn, find, gain, get, may, profit",4,2,gain,11,5F97,トク,"う.る, え.る"
